userid,label
164832832,control
164388601,control
163892851,control
163793215,control
163712262,control
163211399,control
162985020,control
161267154,control
160560731,control
160010800,control
159422475,control
155762388,control
154602553,control
151578988,control
151577267,control
151089517,control
150360781,control
149335514,control
148184217,control
147649517,control
145844442,control
143091438,control
141642407,control
140546357,control
139836764,control
139341597,control
138878381,control
136618304,control
134928718,control
131533124,control
130936353,control
129069589,control
126204564,control
124910348,control
120118379,control
117436208,control
117291013,control
116546356,control
110259942,control
109438527,control
109052544,control
107878076,control
107845815,control
107822040,control
107024467,control
105267064,control
105251318,control
104864865,control
104599687,control
103922909,control
101319424,control
97661332,control
97056854,control
95767241,control
94788180,control
92367652,control
92088629,control
91939480,control
90972216,control
90548457,control
90468474,control
88955658,control
88247893,control
87910432,control
87168024,control
86599827,control
86386734,control
86374491,control
84699037,control
83897573,control
83673033,control
83451308,control
82454152,control
82380844,control
82199467,control
78907029,control
76655279,control
73468533,control
73090164,control
72435026,control
72426152,control
70136539,control
68549939,control
66977509,control
65678784,control
64856570,control
64379288,control
63364560,control
62942981,control
62378012,control
62193020,control
61115600,control
61085109,control
60649860,control
59647340,control
59249617,control
58830416,control
54517969,control
54235702,control
53450617,control
52044177,control
51607569,control
51499196,control
51427987,control
50971934,control
50590712,control
49202953,control
48660269,control
48512558,control
48075562,control
47253655,control
46562247,control
46133387,control
45472230,control
44909288,control
43828204,control
42781477,control
42445754,control
41997470,control
41603850,control
37970901,control
37713606,control
36096173,control
35858523,control
35045626,control
34656769,control
33713210,control
33531486,control
33372797,control
33194195,control
33189781,control
32359782,control
31761734,control
31427142,control
30531196,control
30382551,control
29915311,control
29643695,control
29597605,control
29280038,control
27990704,control
27333798,control
27038105,control
26192349,control
25772770,control
25675453,control
25328191,control
25106202,control
25019921,control
24923473,control
24754791,control
24719986,control
24698781,control
24659463,control
24437088,control
23795051,control
22998311,control
22991317,control
22740880,control
22408294,control
21057434,control
20956767,control
20852736,control
20810416,control
20722320,control
20701802,control
20613408,control
20560162,control
20371316,control
19946704,control
19489239,control
19397600,control
18879144,control
18630608,control
17794125,control
17056433,control
16284890,control
15974275,control
15496738,control
15269108,control
14876670,control
14865775,control
14579415,control
14434298,control
14365108,control
12155502,control
3314351,control
1611056661564690440,depress
1599077585727668224,depress
1593402246116610050,depress
1549408091761958914,depress
1513632851744501768,depress
1499958413467344896,depress
1486562870129315846,depress
1343182617177309184,depress
1274280249128218624,depress
1219026734793863169,depress
1198718545145802752,depress
1176790735024218115,depress
999031348580012032,depress
861985805883109377,depress
809958983758974976,depress
789989887,depress
178402286,depress
94549994,depress
38361129,depress
